Content ID,Title,Type,Country,Original Language,Release Year,Rating,Genre,Runtime (min),Seasons,Episodes,Studio,Production Company,Acquisition Type,License Expiration,Audience Score,Critic Score,Viewing Hours,Completion Rate,Cost (USD),Region Availability,Keywords,Awards,Featured Collection,Date Added,Description
CNT-001167,Drama Chronicles 1167,TV Show,India,Hindi,2008,G,Drama,53,8,80,Netflix Studios,Global Media,Licensed,2025-02-19,66,86,2723603,51,2680998,LATAM,"sports, friendship, love",Oscar Winner,Family Picks,2023-11-10,A drama tv show produced in India.
CNT-001168,Animation Chronicles 1168,TV Show,United States,English,2020,R,Animation,57,8,64,Disney,VisionWorks,Original,2025-11-02,75,47,19606352,68,7390072,Global,"space, survival, history",Emmy Winner,Family Picks,2024-01-03,A animation tv show produced in United States.
CNT-001169,Documentary Chronicles 1169,TV Show,Canada,English,2023,TV-MA,Documentary,32,1,12,BBC,Red Oak,Exclusive,2025-08-16,72,83,13307989,76,14175239,APAC,"survival, love, mystery",Festival Selection,Family Picks,2024-01-08,A documentary tv show produced in Canada.
CNT-001170,Comedy Chronicles 1170,TV Show,Germany,German,1991,TV-14,Comedy,44,8,80,Canal+,Sunrise,Licensed,2030-08-02,64,51,11730308,67,14155378,North America,"sports, family, history",Festival Selection,,2025-10-19,A comedy tv show produced in Germany.
CNT-001171,Documentary Chronicles 1171,TV Show,United States,English,2014,TV-MA,Documentary,36,7,63,Toei,Blue Sky,Exclusive,2029-03-03,57,75,5945547,76,6527004,North America,"mystery, survival, love",None,,2024-07-28,A documentary tv show produced in United States.
CNT-001172,Drama Legacy 1172,Movie,United Kingdom,English,2013,PG-13,Drama,101,,,Toei,Blue Sky,Licensed,2030-12-31,59,91,17632232,92,2771678,Europe,"history, crime, space",BAFTA,Family Picks,2026-05-06,A drama movie produced in United Kingdom.
CNT-001173,Documentary Legacy 1173,Movie,United Kingdom,English,2012,PG-13,Documentary,151,,,Warner,Sunrise,Original,2028-03-28,68,49,1478358,97,9336759,APAC,"love, mystery, family",Emmy Winner,,2025-03-26,A documentary movie produced in United Kingdom.
CNT-001174,Animation Legacy 1174,Movie,United States,English,2024,TV-PG,Animation,158,,,Canal+,Sunrise,Original,2027-12-17,98,95,2000281,74,4050844,Europe,"survival, history, sports",None,Hidden Gems,2024-12-29,A animation movie produced in United States.
CNT-001175,Reality Chronicles 1175,TV Show,Brazil,Portuguese,1996,R,Reality,24,2,16,Disney,Red Oak,Original,2030-04-11,87,91,18171912,78,2144312,Europe,"history, sports, friendship",BAFTA,,2026-01-24,A reality tv show produced in Brazil.
CNT-001176,Action Legacy 1176,Movie,United States,English,2022,G,Action,154,,,Warner,Global Media,Original,2027-02-04,66,48,9232869,87,14500342,APAC,"sports, space, history",Festival Selection,Trending Now,2025-12-17,A action movie produced in United States.
CNT-001177,Animation Legacy 1177,Movie,United States,English,1998,PG-13,Animation,132,,,Canal+,Red Oak,Original,2029-04-13,64,52,1187709,96,8760635,North America,"love, friendship, survival",Festival Selection,Trending Now,2024-04-21,A animation movie produced in United States.
CNT-001178,Action Chronicles 1178,TV Show,Brazil,Portuguese,1991,TV-G,Action,47,8,96,Warner,Sunrise,Exclusive,2028-11-10,64,96,2451890,64,9580719,APAC,"history, family, survival",None,Award Winners,2025-06-30,A action tv show produced in Brazil.
CNT-001179,Romance Chronicles 1179,TV Show,Canada,English,1992,R,Romance,30,8,72,Canal+,Red Oak,Licensed,2030-03-31,71,49,8257011,63,7902064,LATAM,"friendship, love, crime",Oscar Winner,Hidden Gems,2026-06-05,A romance tv show produced in Canada.
CNT-001180,Drama Chronicles 1180,TV Show,United States,English,1996,R,Drama,26,2,20,Warner,Blue Sky,Original,2026-04-23,78,97,16116434,71,9062518,Europe,"love, sports, space",BAFTA,New Releases,2024-11-25,A drama tv show produced in United States.
CNT-001181,Drama Legacy 1181,Movie,Spain,Spanish,2010,TV-14,Drama,111,,,Disney,North Star,Licensed,2027-07-22,90,73,7023484,92,11653587,APAC,"crime, family, survival",None,Family Picks,2025-04-27,A drama movie produced in Spain.
CNT-001182,Action Legacy 1182,Movie,South Korea,Korean,2005,TV-PG,Action,138,,,CJ ENM,Global Media,Licensed,2030-09-18,68,93,17535726,93,836958,Global,"history, love, family",Oscar Winner,Family Picks,2026-01-19,A action movie produced in South Korea.
CNT-001183,Reality Chronicles 1183,TV Show,Spain,Spanish,2008,TV-G,Reality,53,2,20,A24,VisionWorks,Licensed,2028-04-26,57,51,2045897,93,3869517,LATAM,"friendship, family, history",Oscar Winner,Hidden Gems,2025-08-19,A reality tv show produced in Spain.
CNT-001184,Drama Chronicles 1184,TV Show,Canada,English,1991,TV-G,Drama,48,4,24,Toei,North Star,Licensed,2026-06-13,65,96,195207,82,11504875,North America,"family, friendship, sports",Festival Selection,,2024-06-12,A drama tv show produced in Canada.
CNT-001185,Horror Chronicles 1185,TV Show,South Africa,English,2009,TV-14,Horror,36,3,18,Toei,VisionWorks,Exclusive,2028-03-14,70,92,13342794,50,8013142,LATAM,"family, crime, sports",Oscar Winner,Award Winners,2024-03-17,A horror tv show produced in South Africa.
CNT-001186,Drama Chronicles 1186,TV Show,Nigeria,English,1992,TV-G,Drama,44,1,8,Warner,Sunrise,Original,2029-02-24,57,51,4158942,86,1158682,LATAM,"friendship, crime, survival",Festival Selection,Award Winners,2025-11-22,A drama tv show produced in Nigeria.
CNT-001187,Comedy Chronicles 1187,TV Show,Japan,Japanese,1995,PG,Comedy,59,5,60,Canal+,Global Media,Licensed,2026-11-04,64,57,4939548,57,5185932,Global,"history, space, survival",Festival Selection,New Releases,2024-07-09,A comedy tv show produced in Japan.
CNT-001188,Documentary Legacy 1188,Movie,Canada,English,2016,TV-PG,Documentary,153,,,TV Tokyo,North Star,Exclusive,2029-06-02,65,95,9224562,57,5083612,APAC,"friendship, survival, crime",Emmy Winner,Award Winners,2025-07-31,A documentary movie produced in Canada.
CNT-001189,Action Chronicles 1189,TV Show,United States,English,1997,R,Action,36,6,36,Warner,Blue Sky,Exclusive,2026-11-01,96,69,7272913,76,4192892,Global,"friendship, survival, family",None,Hidden Gems,2024-05-14,A action tv show produced in United States.
CNT-001190,Animation Legacy 1190,Movie,United States,English,2019,G,Animation,131,,,Toei,Sunrise,Licensed,2027-07-28,84,50,13483575,94,1462234,Global,"survival, family, space",BAFTA,Trending Now,2025-12-31,A animation movie produced in United States.
CNT-001191,Comedy Legacy 1191,Movie,United States,English,2022,R,Comedy,157,,,Toei,Blue Sky,Exclusive,2030-01-11,87,72,1575857,95,3007084,APAC,"crime, history, mystery",None,,2026-04-21,A comedy movie produced in United States.
CNT-001192,Comedy Chronicles 1192,TV Show,India,Hindi,2007,TV-G,Comedy,57,4,44,CJ ENM,Red Oak,Exclusive,2030-03-18,68,98,394651,45,5366924,LATAM,"survival, sports, love",Oscar Winner,Family Picks,2025-03-30,A comedy tv show produced in India.
CNT-001193,Drama Chronicles 1193,TV Show,United States,English,1990,PG-13,Drama,44,7,49,TV Tokyo,North Star,Licensed,2028-08-08,94,59,2985864,97,4240131,Europe,"love, history, survival",Emmy Winner,,2024-07-01,A drama tv show produced in United States.
CNT-001194,Action Legacy 1194,Movie,United Kingdom,English,2023,TV-PG,Action,83,,,Netflix Studios,VisionWorks,Original,2025-04-22,67,45,11977903,58,8586706,Global,"sports, friendship, mystery",Emmy Winner,,2023-08-31,A action movie produced in United Kingdom.
CNT-001195,Comedy Chronicles 1195,TV Show,South Korea,Korean,2014,TV-MA,Comedy,50,7,77,Toei,North Star,Original,2027-11-08,74,65,9716355,75,4145810,North America,"crime, family, survival",None,Trending Now,2026-02-27,A comedy tv show produced in South Korea.
CNT-001196,Family Legacy 1196,Movie,United States,English,1997,R,Family,125,,,Netflix Studios,Global Media,Licensed,2027-07-05,88,54,14645360,83,13494158,LATAM,"history, friendship, space",Emmy Winner,Hidden Gems,2023-09-14,A family movie produced in United States.
CNT-001197,Action Legacy 1197,Movie,United States,English,2016,TV-G,Action,130,,,Warner,Sunrise,Original,2025-05-14,95,87,17876687,62,13062518,Europe,"history, space, family",Oscar Winner,Trending Now,2024-01-25,A action movie produced in United States.
CNT-001198,Drama Chronicles 1198,TV Show,France,French,2006,PG-13,Drama,58,4,28,Disney,VisionWorks,Original,2027-09-16,69,54,17174452,73,9035314,Europe,"friendship, survival, love",Emmy Winner,Hidden Gems,2023-05-20,A drama tv show produced in France.
CNT-001199,Fantasy Chronicles 1199,TV Show,Spain,Spanish,2006,R,Fantasy,41,5,50,Netflix Studios,Red Oak,Exclusive,2028-03-26,63,90,12658480,60,9168799,APAC,"survival, crime, sports",Festival Selection,Family Picks,2024-02-02,A fantasy tv show produced in Spain.
CNT-001200,Comedy Chronicles 1200,TV Show,India,Hindi,2004,TV-MA,Comedy,26,1,8,Disney,North Star,Original,2028-03-15,81,89,15058186,69,14959480,North America,"family, love, history",BAFTA,Trending Now,2025-01-28,A comedy tv show produced in India.
CNT-001201,Horror Chronicles 1201,TV Show,United States,English,1990,PG-13,Horror,55,2,14,Sony,Global Media,Licensed,2026-02-27,62,47,5072858,62,14830905,North America,"space, family, friendship",Festival Selection,Trending Now,2024-02-18,A horror tv show produced in United States.
CNT-001202,Sci-Fi Legacy 1202,Movie,South Korea,Korean,1997,G,Sci-Fi,78,,,Sony,Sunrise,Licensed,2029-01-18,89,66,14149679,64,14968821,APAC,"crime, space, sports",Emmy Winner,,2025-04-29,A sci-fi movie produced in South Korea.
CNT-001203,Action Legacy 1203,Movie,Japan,Japanese,1993,TV-14,Action,96,,,Sony,Global Media,Licensed,2030-11-21,55,51,15847879,58,11521707,North America,"crime, love, friendship",BAFTA,Trending Now,2026-04-05,A action movie produced in Japan.
CNT-001204,Family Chronicles 1204,TV Show,United Kingdom,English,2013,TV-G,Family,46,1,6,Disney,VisionWorks,Original,2024-09-17,74,62,3503243,68,11512055,Global,"mystery, family, friendship",BAFTA,Hidden Gems,2023-03-21,A family tv show produced in United Kingdom.
CNT-001205,Comedy Chronicles 1205,TV Show,South Korea,Korean,1994,G,Comedy,59,5,60,A24,North Star,Exclusive,2028-01-14,87,96,16677827,84,4721411,Global,"survival, family, mystery",BAFTA,Award Winners,2024-12-14,A comedy tv show produced in South Korea.
CNT-001206,Comedy Legacy 1206,Movie,United States,English,2001,TV-G,Comedy,129,,,A24,Blue Sky,Licensed,2028-12-08,99,50,11598375,91,11647321,North America,"sports, space, friendship",Emmy Winner,Family Picks,2024-08-15,A comedy movie produced in United States.
CNT-001207,Drama Legacy 1207,Movie,South Africa,English,1996,R,Drama,148,,,A24,VisionWorks,Exclusive,2027-10-28,97,65,13228154,83,9202260,APAC,"space, mystery, friendship",BAFTA,Family Picks,2024-11-04,A drama movie produced in South Africa.
CNT-001208,Drama Legacy 1208,Movie,Spain,Spanish,1998,TV-14,Drama,102,,,CJ ENM,Red Oak,Exclusive,2029-04-11,66,71,233480,66,2610264,Europe,"space, love, family",Oscar Winner,New Releases,2026-07-07,A drama movie produced in Spain.
CNT-001209,Drama Chronicles 1209,TV Show,France,French,2007,TV-14,Drama,27,6,60,Toei,Red Oak,Original,2028-03-26,95,70,7599596,54,4824022,LATAM,"mystery, space, love",Festival Selection,New Releases,2024-12-20,A drama tv show produced in France.
CNT-001210,Action Chronicles 1210,TV Show,United States,English,2011,TV-G,Action,50,6,36,Canal+,VisionWorks,Licensed,2027-11-11,60,91,11013751,75,8680673,Global,"family, love, crime",BAFTA,Award Winners,2024-11-14,A action tv show produced in United States.
CNT-001211,Drama Legacy 1211,Movie,India,Hindi,2014,TV-PG,Drama,147,,,BBC,Blue Sky,Exclusive,2028-01-14,84,85,3376806,86,8934268,LATAM,"survival, sports, mystery",Oscar Winner,Trending Now,2023-07-29,A drama movie produced in India.
CNT-001212,Crime Legacy 1212,Movie,Canada,English,2013,TV-PG,Crime,81,,,Toei,North Star,Exclusive,2029-08-09,84,48,2293651,80,459953,LATAM,"love, friendship, space",None,Family Picks,2025-03-02,A crime movie produced in Canada.
CNT-001213,Sci-Fi Legacy 1213,Movie,Japan,Japanese,2013,PG,Sci-Fi,104,,,TV Tokyo,Sunrise,Licensed,2026-09-06,59,74,8073293,75,6315652,Europe,"friendship, crime, family",Emmy Winner,Hidden Gems,2024-12-06,A sci-fi movie produced in Japan.
CNT-001214,Drama Chronicles 1214,TV Show,United States,English,2004,TV-PG,Drama,45,6,54,Netflix Studios,North Star,Original,2030-09-26,56,84,6771488,51,12473290,North America,"space, family, survival",Emmy Winner,Trending Now,2026-07-22,A drama tv show produced in United States.
CNT-001215,Fantasy Chronicles 1215,TV Show,Canada,English,2021,TV-PG,Fantasy,32,5,50,Disney,Blue Sky,Exclusive,2028-07-10,77,90,17837267,76,1788468,North America,"friendship, family, survival",BAFTA,Award Winners,2025-03-29,A fantasy tv show produced in Canada.
CNT-001216,Drama Legacy 1216,Movie,United States,English,2019,PG,Drama,157,,,Toei,Red Oak,Original,2030-07-02,57,71,11486064,57,13272686,Global,"space, love, mystery",Emmy Winner,New Releases,2026-04-17,A drama movie produced in United States.
CNT-001217,Sci-Fi Legacy 1217,Movie,Japan,Japanese,2004,TV-PG,Sci-Fi,87,,,TV Tokyo,VisionWorks,Licensed,2028-11-14,69,69,14150176,89,10712287,Europe,"love, mystery, family",None,Hidden Gems,2025-12-04,A sci-fi movie produced in Japan.
CNT-001218,Crime Legacy 1218,Movie,United States,English,1992,R,Crime,77,,,BBC,Sunrise,Exclusive,2029-12-12,87,46,841707,65,5583481,Global,"survival, crime, space",Emmy Winner,Trending Now,2025-02-06,A crime movie produced in United States.
CNT-001219,Drama Chronicles 1219,TV Show,Germany,German,1991,TV-G,Drama,52,8,72,Netflix Studios,North Star,Exclusive,2029-07-13,84,49,14332761,50,8608692,Global,"survival, love, friendship",Festival Selection,,2025-04-09,A drama tv show produced in Germany.
CNT-001220,Crime Chronicles 1220,TV Show,United States,English,2014,TV-MA,Crime,51,6,72,Netflix Studios,North Star,Exclusive,2028-08-18,86,55,10275100,63,10061151,Europe,"crime, sports, love",None,New Releases,2024-01-28,A crime tv show produced in United States.
CNT-001221,Drama Chronicles 1221,TV Show,United States,English,2004,TV-PG,Drama,42,5,40,Canal+,Sunrise,Licensed,2028-01-23,61,62,5682948,63,2529391,Global,"family, space, survival",Emmy Winner,Award Winners,2025-02-02,A drama tv show produced in United States.
CNT-001222,Family Chronicles 1222,TV Show,United States,English,2020,TV-G,Family,26,2,24,Warner,North Star,Exclusive,2027-06-27,76,60,13750256,55,12657139,APAC,"history, crime, family",Emmy Winner,,2023-12-01,A family tv show produced in United States.
CNT-001223,Animation Legacy 1223,Movie,United Kingdom,English,2010,TV-PG,Animation,125,,,BBC,Red Oak,Exclusive,2027-10-17,79,96,17645195,97,10983158,Europe,"family, love, crime",Festival Selection,,2025-12-14,A animation movie produced in United Kingdom.
CNT-001224,Animation Legacy 1224,Movie,South Korea,Korean,2005,TV-PG,Animation,121,,,A24,Blue Sky,Exclusive,2028-11-15,70,92,1545142,64,14220748,APAC,"history, mystery, love",BAFTA,Award Winners,2025-03-25,A animation movie produced in South Korea.
CNT-001225,Crime Legacy 1225,Movie,United States,English,2000,TV-PG,Crime,160,,,Netflix Studios,VisionWorks,Original,2026-12-19,75,52,10539712,94,14055777,APAC,"survival, family, history",BAFTA,,2024-03-02,A crime movie produced in United States.
CNT-001226,Drama Chronicles 1226,TV Show,Spain,Spanish,2001,TV-14,Drama,27,2,22,TV Tokyo,North Star,Licensed,2024-08-31,84,54,10008351,51,2902977,North America,"survival, sports, history",None,Hidden Gems,2023-01-16,A drama tv show produced in Spain.
CNT-001227,Comedy Legacy 1227,Movie,United States,English,2015,TV-G,Comedy,156,,,Sony,VisionWorks,Licensed,2030-12-12,90,58,16189321,72,1705626,North America,"friendship, survival, family",Emmy Winner,Award Winners,2026-05-31,A comedy movie produced in United States.
CNT-001228,Horror Chronicles 1228,TV Show,France,French,1996,TV-PG,Horror,24,8,80,Toei,Sunrise,Original,2024-12-11,91,86,3064596,98,7559309,Europe,"history, family, love",Oscar Winner,New Releases,2023-08-14,A horror tv show produced in France.
CNT-001229,Family Chronicles 1229,TV Show,Spain,Spanish,2019,PG-13,Family,55,8,96,BBC,North Star,Original,2026-06-04,80,72,1968299,58,385125,North America,"mystery, history, sports",Emmy Winner,Hidden Gems,2023-05-24,A family tv show produced in Spain.
CNT-001230,Animation Legacy 1230,Movie,United States,English,2019,TV-MA,Animation,94,,,Sony,North Star,Original,2025-08-05,59,51,19045728,63,2817703,North America,"mystery, family, survival",None,Family Picks,2024-02-10,A animation movie produced in United States.
CNT-001231,Documentary Legacy 1231,Movie,Mexico,Spanish,2004,PG,Documentary,94,,,Canal+,Sunrise,Exclusive,2029-08-21,97,45,16186337,74,14523697,APAC,"mystery, survival, friendship",Oscar Winner,Trending Now,2024-11-24,A documentary movie produced in Mexico.
CNT-001232,Drama Legacy 1232,Movie,Canada,English,2010,TV-14,Drama,81,,,A24,Blue Sky,Exclusive,2030-04-08,97,89,11954876,58,7893457,Europe,"friendship, sports, space",Emmy Winner,Trending Now,2025-07-07,A drama movie produced in Canada.
CNT-001233,Crime Chronicles 1233,TV Show,United States,English,1992,TV-G,Crime,51,4,32,Toei,Blue Sky,Licensed,2027-06-06,97,84,15990852,66,4990162,North America,"survival, family, history",Emmy Winner,Award Winners,2025-11-22,A crime tv show produced in United States.
CNT-001234,Romance Legacy 1234,Movie,United States,English,1992,TV-MA,Romance,120,,,Warner,Sunrise,Exclusive,2027-03-12,62,61,7044298,69,14737308,North America,"mystery, sports, family",Emmy Winner,Trending Now,2023-12-16,A romance movie produced in United States.
CNT-001235,Thriller Legacy 1235,Movie,United Kingdom,English,2004,R,Thriller,129,,,CJ ENM,Global Media,Original,2027-10-26,61,66,7555567,83,14910095,Europe,"crime, love, family",Oscar Winner,Award Winners,2026-01-11,A thriller movie produced in United Kingdom.
CNT-001236,Drama Chronicles 1236,TV Show,United States,English,2020,PG-13,Drama,33,3,21,TV Tokyo,Sunrise,Licensed,2030-01-10,98,46,18964373,85,2867850,LATAM,"family, space, mystery",Festival Selection,Award Winners,2025-04-10,A drama tv show produced in United States.
CNT-001237,Crime Chronicles 1237,TV Show,United Kingdom,English,2022,TV-PG,Crime,41,2,18,Warner,Red Oak,Licensed,2026-06-26,73,47,9078455,50,10768340,Europe,"history, love, space",Festival Selection,Hidden Gems,2025-02-24,A crime tv show produced in United Kingdom.
CNT-001238,Fantasy Chronicles 1238,TV Show,South Korea,Korean,2023,TV-G,Fantasy,41,3,30,Warner,Global Media,Exclusive,2026-09-05,69,69,1625500,46,4463844,Global,"friendship, family, space",Festival Selection,Award Winners,2024-06-05,A fantasy tv show produced in South Korea.
CNT-001239,Reality Chronicles 1239,TV Show,United States,English,2021,TV-14,Reality,26,4,28,CJ ENM,North Star,Licensed,2029-05-12,58,70,76050,59,6032302,APAC,"sports, friendship, family",Emmy Winner,Award Winners,2025-03-30,A reality tv show produced in United States.
CNT-001240,Thriller Legacy 1240,Movie,France,French,2022,G,Thriller,110,,,Sony,Sunrise,Licensed,2029-09-14,81,63,8241594,64,3850436,North America,"sports, friendship, mystery",Festival Selection,New Releases,2025-01-21,A thriller movie produced in France.
CNT-001241,Comedy Chronicles 1241,TV Show,United States,English,1999,PG,Comedy,44,2,14,A24,Red Oak,Exclusive,2028-06-22,67,60,18237134,74,5447816,North America,"history, sports, love",None,New Releases,2024-08-31,A comedy tv show produced in United States.
CNT-001242,Action Chronicles 1242,TV Show,Spain,Spanish,1996,PG,Action,47,6,54,BBC,VisionWorks,Original,2027-02-01,94,66,18142222,45,11545326,LATAM,"mystery, space, friendship",None,Trending Now,2024-10-06,A action tv show produced in Spain.
CNT-001243,Action Chronicles 1243,TV Show,United States,English,2020,G,Action,44,4,44,BBC,VisionWorks,Licensed,2026-11-03,99,93,11884945,91,7925441,North America,"friendship, history, survival",Oscar Winner,New Releases,2024-05-01,A action tv show produced in United States.
CNT-001244,Action Chronicles 1244,TV Show,Japan,Japanese,1992,G,Action,29,2,18,Disney,Global Media,Licensed,2029-08-16,96,48,18790485,53,7714526,Europe,"sports, survival, friendship",BAFTA,Trending Now,2025-01-21,A action tv show produced in Japan.
CNT-001245,Romance Legacy 1245,Movie,United Kingdom,English,2019,TV-14,Romance,125,,,Disney,Blue Sky,Exclusive,2028-10-21,67,61,8125755,56,4813448,APAC,"crime, mystery, family",Oscar Winner,Award Winners,2024-12-24,A romance movie produced in United Kingdom.
CNT-001246,Horror Chronicles 1246,TV Show,United States,English,2008,PG,Horror,33,6,48,Toei,North Star,Licensed,2024-11-25,76,67,4746261,79,14632408,Europe,"family, history, space",BAFTA,Family Picks,2023-06-28,A horror tv show produced in United States.
CNT-001247,Thriller Chronicles 1247,TV Show,Canada,English,2025,R,Thriller,25,1,8,CJ ENM,Blue Sky,Original,2028-03-14,72,75,10003210,49,3721037,Global,"mystery, survival, space",Festival Selection,Hidden Gems,2025-10-21,A thriller tv show produced in Canada.
CNT-001248,Reality Legacy 1248,Movie,Mexico,Spanish,2024,R,Reality,125,,,CJ ENM,Sunrise,Original,2028-09-19,72,92,136623,75,2174630,LATAM,"history, crime, friendship",None,,2026-06-07,A reality movie produced in Mexico.
CNT-001249,Family Legacy 1249,Movie,Mexico,Spanish,2007,R,Family,101,,,A24,Blue Sky,Original,2030-06-06,94,80,2349552,54,10265410,LATAM,"sports, family, space",Festival Selection,Family Picks,2025-12-27,A family movie produced in Mexico.
CNT-001250,Reality Legacy 1250,Movie,South Africa,English,2012,G,Reality,157,,,A24,North Star,Exclusive,2029-11-17,67,80,9904279,79,3428516,LATAM,"survival, crime, love",Festival Selection,Hidden Gems,2025-04-22,A reality movie produced in South Africa.
CNT-001251,Sci-Fi Legacy 1251,Movie,United States,English,2013,R,Sci-Fi,162,,,Toei,Sunrise,Exclusive,2029-11-13,67,74,9122361,94,8320741,LATAM,"friendship, space, crime",Emmy Winner,Award Winners,2025-07-16,A sci-fi movie produced in United States.
CNT-001252,Romance Legacy 1252,Movie,United Kingdom,English,1994,TV-G,Romance,140,,,BBC,Sunrise,Licensed,2028-05-19,99,69,906233,59,11031169,APAC,"love, survival, mystery",None,Trending Now,2024-11-12,A romance movie produced in United Kingdom.
CNT-001253,Fantasy Chronicles 1253,TV Show,United States,English,2021,R,Fantasy,51,8,64,Canal+,Sunrise,Original,2028-06-11,79,45,16445121,85,12630562,Europe,"friendship, survival, love",None,Award Winners,2025-10-11,A fantasy tv show produced in United States.
CNT-001254,Thriller Legacy 1254,Movie,Spain,Spanish,2019,TV-14,Thriller,116,,,Toei,Sunrise,Exclusive,2025-06-20,83,67,3218051,76,12225413,APAC,"mystery, survival, history",None,Award Winners,2023-09-20,A thriller movie produced in Spain.
CNT-001255,Comedy Chronicles 1255,TV Show,India,Hindi,2020,TV-G,Comedy,56,6,36,BBC,Blue Sky,Exclusive,2028-04-07,96,82,17932795,67,6443767,North America,"mystery, sports, family",Oscar Winner,Trending Now,2026-04-08,A comedy tv show produced in India.
CNT-001256,Drama Legacy 1256,Movie,United Kingdom,English,1993,PG,Drama,107,,,CJ ENM,Sunrise,Licensed,2028-01-06,67,88,1821751,48,8806695,Europe,"space, sports, mystery",Emmy Winner,Hidden Gems,2023-03-06,A drama movie produced in United Kingdom.
CNT-001257,Drama Chronicles 1257,TV Show,United States,English,2026,PG,Drama,56,2,24,Toei,North Star,Licensed,2028-09-09,58,45,17509904,93,2223782,Europe,"crime, family, history",None,Trending Now,2026-04-19,A drama tv show produced in United States.
CNT-001258,Drama Chronicles 1258,TV Show,United States,English,2023,TV-MA,Drama,43,1,11,TV Tokyo,Sunrise,Original,2027-12-06,99,80,4718175,98,12565619,APAC,"space, friendship, history",BAFTA,New Releases,2024-03-05,A drama tv show produced in United States.
CNT-001259,Family Legacy 1259,Movie,United States,English,1998,PG-13,Family,111,,,Disney,North Star,Original,2030-12-02,63,94,12008218,50,9157420,Europe,"space, survival, family",Oscar Winner,,2026-05-21,A family movie produced in United States.
CNT-001260,Crime Legacy 1260,Movie,Spain,Spanish,2025,G,Crime,106,,,Toei,Global Media,Licensed,2026-07-23,69,87,10784511,47,14546947,Europe,"family, space, love",Oscar Winner,Family Picks,2023-07-25,A crime movie produced in Spain.
CNT-001261,Comedy Chronicles 1261,TV Show,Mexico,Spanish,2014,G,Comedy,46,8,80,Toei,North Star,Exclusive,2025-05-11,77,89,14478379,77,5394381,LATAM,"crime, friendship, family",Oscar Winner,Family Picks,2023-02-02,A comedy tv show produced in Mexico.
CNT-001262,Crime Chronicles 1262,TV Show,United States,English,2001,TV-MA,Crime,43,7,77,Sony,VisionWorks,Licensed,2027-06-28,72,88,17039015,59,8828775,Europe,"crime, love, mystery",Emmy Winner,Award Winners,2024-05-16,A crime tv show produced in United States.
CNT-001263,Crime Legacy 1263,Movie,United Kingdom,English,2024,R,Crime,76,,,Warner,North Star,Licensed,2026-07-01,78,48,14481473,78,5049597,APAC,"family, crime, survival",Festival Selection,Award Winners,2023-12-28,A crime movie produced in United Kingdom.
CNT-001264,Comedy Chronicles 1264,TV Show,United States,English,2000,R,Comedy,28,5,60,CJ ENM,Red Oak,Exclusive,2026-12-12,75,51,18524221,54,13291115,North America,"mystery, love, space",Festival Selection,Award Winners,2025-02-03,A comedy tv show produced in United States.
CNT-001265,Fantasy Chronicles 1265,TV Show,United Kingdom,English,2010,TV-MA,Fantasy,38,3,36,Netflix Studios,Global Media,Exclusive,2027-01-21,85,62,9508998,52,11934198,Global,"love, mystery, history",Festival Selection,Hidden Gems,2025-03-13,A fantasy tv show produced in United Kingdom.
CNT-001266,Drama Legacy 1266,Movie,United States,English,1993,PG-13,Drama,93,,,Warner,North Star,Original,2025-11-28,73,70,1150295,64,14542251,Europe,"sports, history, space",Festival Selection,Family Picks,2024-09-09,A drama movie produced in United States.
CNT-001267,Comedy Chronicles 1267,TV Show,United States,English,1996,PG,Comedy,29,8,80,TV Tokyo,North Star,Exclusive,2028-06-19,61,49,1500826,71,9276097,Europe,"space, mystery, crime",Emmy Winner,Family Picks,2025-01-27,A comedy tv show produced in United States.
CNT-001268,Documentary Chronicles 1268,TV Show,France,French,1994,G,Documentary,27,3,27,Canal+,Blue Sky,Original,2026-07-09,70,86,8543841,64,13659772,Europe,"sports, family, friendship",BAFTA,Trending Now,2023-11-24,A documentary tv show produced in France.
CNT-001269,Drama Legacy 1269,Movie,Australia,English,2006,TV-14,Drama,99,,,Netflix Studios,Global Media,Exclusive,2027-12-15,76,85,6005516,46,6151923,Europe,"survival, friendship, mystery",Oscar Winner,Award Winners,2026-02-14,A drama movie produced in Australia.
CNT-001270,Fantasy Chronicles 1270,TV Show,Japan,Japanese,2023,TV-PG,Fantasy,45,3,24,Warner,Global Media,Original,2027-01-21,94,79,13816096,55,10987845,Europe,"family, friendship, survival",Emmy Winner,Award Winners,2024-07-25,A fantasy tv show produced in Japan.
CNT-001271,Romance Chronicles 1271,TV Show,Japan,Japanese,1997,R,Romance,22,4,28,BBC,VisionWorks,Exclusive,2027-08-04,86,46,9896250,72,12847861,North America,"survival, friendship, sports",Emmy Winner,Trending Now,2023-10-10,A romance tv show produced in Japan.
CNT-001272,Horror Legacy 1272,Movie,Australia,English,1997,G,Horror,96,,,CJ ENM,Red Oak,Original,2024-11-09,58,49,10050266,57,10459488,LATAM,"sports, crime, survival",Festival Selection,Family Picks,2023-08-24,A horror movie produced in Australia.
CNT-001273,Action Chronicles 1273,TV Show,Spain,Spanish,2009,TV-14,Action,26,5,55,Toei,Blue Sky,Exclusive,2028-01-29,93,51,8775013,51,3286567,Europe,"crime, survival, sports",Emmy Winner,Family Picks,2024-03-22,A action tv show produced in Spain.
